genome,domain,phylum,class,order,family,genus,species,completeness,contamination,length
JPB:bin_000465,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__F23-B02,s__F23-B02 sp004556755,98.21,0.34,1750016
JPB:bin_000467,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__TWA4,s__TWA4 sp022781515,99.29,0.71,3428627
JPB:bin_000468,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UBA6448,s__UBA6448 sp000437315,88.47,1.33,1171593
JPB:bin_000469,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-533,s__CAG-533 sp900553855,92.68,1.21,1271923
JPB:bin_000470,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA11957,s__UBA11957 sp016301965,94.39,0.9,2786852
JPB:bin_000471,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__UBA1067,s__UBA1067 sp945613785,92.04,0.52,2994616
JPB:bin_000474,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__VUNA01,s__VUNA01 sp002299625,83.78,0.07,1822393
JPB:bin_000475,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp000431015,94.95,7.83,2886092
JPB:bin_000476,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-314,g__CAKPYT01,s__CAKPYT01 sp934203075,92.17,0,1220768
JPB:bin_000477,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__UBA1234,g__HGM13618,s__HGM13618 sp900753975,92.99,0.47,1451129
JPB:bin_000479,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Aphodocola,s__Aphodocola sp900771805,91.99,1.35,1009386
JPB:bin_000480,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-762,s__CAG-762 sp900551315,91.88,2.5,1146098
JPB:bin_000482,d__Bacteria,p__Deferribacterota,c__Deferribacteres,o__Deferribacterales,f__Mucispirillaceae,g__Mucispirillum,s__Mucispirillum faecigallinarum,97.19,6.98,2598998
JPB:bin_000483,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__UMGS1696,s__UMGS1696 sp900554225,93.68,6.04,3404837
JPB:bin_000484,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__RUG12395,s__,92.2,3.62,2285072
JPB:bin_000485,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp002491165,91.04,0.07,2642995
JPB:bin_000486,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-841,s__CAG-841 sp018383975,96.24,6.92,1746495
JPB:bin_000487,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__RUG705,s__RUG705 sp934098395,92.05,0,950605
JPB:bin_000488,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__UBA3637,g__CAAHEQ01,s__,92.27,0.19,1118474
JPB:bin_000489,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-288,g__HGM10890,s__HGM10890 sp900769965,87.42,0.29,1258873
JPB:bin_000490,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp004556005,90.19,1.64,2281342
JPB:bin_000491,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-488,s__CAG-488 sp016292785,93.31,9.65,2481856
JPB:bin_000492,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__UMGS1225,s__,93.14,4.88,2104377
JPB:bin_000495,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA6857,s__UBA6857 sp016293225,94.2,1.13,2263453
JPB:bin_000496,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-582,s__,87.5,0.37,1348607
JPB:bin_000498,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__UBA636,s__UBA636 sp002299675,92.13,0.17,1851663
JPB:bin_000499,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-138,g__PeH17,s__PeH17 sp900542285,85.93,2.07,1689647
JPB:bin_000500,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__RUG023,s__RUG023 sp900315435,88.71,0.71,2484973
JPB:bin_000503,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__SIG204,s__SIG204 sp900544605,89.68,0.04,1000246
JPB:bin_000504,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-382,g__UMGS1052,s__UMGS1052 sp900548115,80.56,0.08,1964642
JPB:bin_000505,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Victivallales,f__Victivallaceae,g__UMGS1518,s__,81.71,0.24,2420152
JPB:bin_000506,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,79.24,0.01,2470412
JPB:bin_000508,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Coprenecus,s__,88.21,2.47,1693776
JPB:bin_000510,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,s__CAG-95 sp017622575,82.6,0.15,2519936
JPB:bin_000511,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA1081,s__UBA1081 sp022763825,88.16,3.53,2116385
JPB:bin_000513,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__Faecousia sp000434635,80.48,4.67,2078130
JPB:bin_000514,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UBA3789,s__UBA3789 sp900543055,92.92,3.29,1416221
JPB:bin_000515,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__F23-B02,s__F23-B02 sp002472405,80.84,0.3,1533768
JPB:bin_000516,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__Butyribacter sp022774505,78.03,2.46,2375087
JPB:bin_000518,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A sp022764275,83.61,2.99,2582564
JPB:bin_000521,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia timonensis,89.27,1.56,2191741
JPB:bin_000523,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__CAG-238,s__,81.89,0.86,1680593
JPB:bin_000524,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp022769285,93.32,0.25,2873126
JPB:bin_000525,d__Bacteria,p__Bacillota_B,c__Dehalobacteriia,o__UBA7702,f__UBA7702,g__UBA7702,s__,79.57,0.62,1756765
JPB:bin_000526,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__UBA1740,s__,82.9,3.48,1654581
JPB:bin_000529,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Succinivibrionaceae,g__Succinivibrio,s__Succinivibrio sp900316375,97.37,0.55,2991459
JPB:bin_000530,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-917,g__CAG-475,s__CAG-475 sp900551145,79.48,1.07,1066208
JPB:bin_000532,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__,s__,83.21,0.7,1719726
JPB:bin_000533,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,89.79,6.46,2524488
JPB:bin_000534,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,92.87,4.42,3352241
JPB:bin_000535,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__HGM12713,s__,79.49,0.39,1741318
JPB:bin_000536,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii_B,86.76,1.21,1872794
JPB:bin_000539,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella copri_A,77.68,0.76,2469722
JPB:bin_000541,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Pumilibacteraceae,g__UMGS1795,s__,79.37,0.1,1359078
JPB:bin_000542,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__Ornithomonoglobus_A,s__,75.27,0.25,1844627
JPB:bin_000543,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Porcincola,s__Porcincola sp900555005,89.39,1.24,2034100
JPB:bin_000544,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__KLE1615,s__KLE1615 sp900066985,76.75,0.48,2454563
JPB:bin_000545,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp934167965,76.7,0.31,975822
JPB:bin_000548,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900555035,75.64,4.02,3275143
JPB:bin_000550,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Limivicinus,s__,81.69,5.3,2021731
JPB:bin_000551,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__Onthovivens,s__,80.36,0.07,1083343
JPB:bin_000553,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__UMGS902,s__,94.39,0.76,2088557
JPB:bin_000556,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-917,g__CAG-475,s__CAG-475 sp900547975,77.79,3.92,1366522
JPB:bin_000557,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-245,s__,85.49,0.28,1140588
JPB:bin_000558,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp934167685,88.78,1.22,1542922
JPB:bin_000559,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,99.05,1.99,1602333
JPB:bin_000560,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-170,s__CAG-170 sp002404795,82.22,0.1,1618632
JPB:bin_000562,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus_A,s__Butyricicoccus_A porcorum,96.04,3.03,2595398
JPB:bin_000563,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__UMGS1696,s__UMGS1696 sp900753285,82.92,0.19,2278161
JPB:bin_000565,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus sp017624085,78.83,0.54,2065800
JPB:bin_000566,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas_A,s__Selenomonas_A montiformis,99.99,0.51,2761571
JPB:bin_000567,d__Bacteria,p__Bacillota_B,c__Peptococcia,o__Peptococcales,f__Peptococcaceae,g__UMGS1590,s__,79.78,4.67,2315100
JPB:bin_000570,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__SFHK01,s__SFHK01 sp004556395,76.2,3.64,2904502
JPB:bin_000572,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthocola_B,s__Onthocola_B sp000437355,76.66,0.25,970216
JPB:bin_000574,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__UBA644,g__CAKSBH01,s__CAKSBH01 sp934438175,83.33,4.09,1345251
JPB:bin_000575,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002481295,99.85,0.31,3671709
JPB:bin_000576,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus_A,s__Butyricicoccus_A sp945872165,89.73,8.34,2673543
JPB:bin_000577,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthousia,s__Onthousia sp014846175,82.78,7.13,905002
JPB:bin_000578,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__,99.75,2.03,4662879
JPB:bin_000579,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-1000,s__CAG-1000 sp004552445,90.78,1.69,1269308
JPB:bin_000582,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-1000,s__CAG-1000 sp900556025,92.81,2.84,1302602
JPB:bin_000585,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__,s__,77.66,0.24,1308682
JPB:bin_000586,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola plebeius_C,79.44,0.09,3182826
JPB:bin_000587,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__UMGS1470,s__UMGS1470 sp900552105,78.62,8.89,882132
JPB:bin_000588,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__JAFBIO01,s__JAFBIO01 sp021531255,76.09,1.51,1666671
JPB:bin_000594,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__Agathobacter sp900550545,87.02,7.68,2643606
JPB:bin_000595,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Egerieousia,s__Egerieousia sp004561775,84.52,0.03,2048814
JPB:bin_000599,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Sodaliphilus,s__Sodaliphilus sp934667475,84.22,0.06,2117750
JPB:bin_000600,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__,s__,79.78,0.94,921213
JPB:bin_000601,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Succinivibrionaceae,g__UBA2810,s__UBA2810 sp002351705,97.33,0.37,3353076
JPB:bin_000603,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Fimenecus,s__,98.74,1.3,1752648
JPB:bin_000605,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__Eubacterium_R sp022772725,77.08,0.19,1653396
JPB:bin_000606,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__UBA636,s__UBA636 sp900546285,80.05,8.96,1726946
JPB:bin_000608,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Anaerovibrio,s__Anaerovibrio sp017390245,97.56,0.57,1996481
JPB:bin_000609,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,92.31,7.2,3200807
JPB:bin_000611,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,81.58,3.26,2917840
JPB:bin_000612,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900315635,99.84,1.33,3881595
JPB:bin_000615,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Copromonas,s__Copromonas sp022788065,77.9,1.67,2198741
JPB:bin_000616,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-302,s__CAG-302 sp000431795,91.45,0.09,1347668
JPB:bin_000617,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UMGS1766,s__UMGS1766 sp900554855,96.69,0.23,1776154
JPB:bin_000618,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__RGIG3732,s__RGIG3732 sp022768945,92.51,0.21,2097138
JPB:bin_000619,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__CAG-238,s__CAG-238 sp022787405,89.96,0.09,2163661
JPB:bin_000621,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__QAMX01,g__QAMX01,s__QAMX01 sp004555605,93.86,0.11,2371039
JPB:bin_000622,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__Faecousia sp900540635,98.17,4.33,2697938
JPB:bin_000627,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D sp945868875,99.63,9.13,3012524
JPB:bin_000628,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyrivibrio_A,s__,89.46,0.17,2445111
JPB:bin_000629,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__JAJEQR01,s__,78.08,2.21,1846469
JPB:bin_000630,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA1417,s__UBA1417 sp004555625,99.99,5.83,2976313
JPB:bin_000632,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,s__,99.21,0.13,1379804
JPB:bin_000633,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Wujia,s__Wujia sp022174665,78.07,4.05,1495635
JPB:bin_000634,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Vescimonas,s__,91.9,0.48,1885872
JPB:bin_000635,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Sodaliphilus,s__Sodaliphilus sp934636465,96.72,0.23,2747207
JPB:bin_000636,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__CAG-873 sp004552485,98.72,4,2927856
JPB:bin_000637,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp000437495,75.35,0.17,1922296
JPB:bin_000638,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-448,s__,96.34,2.81,2782803
JPB:bin_000639,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RUG115,s__,95.71,1.35,2879010
JPB:bin_000640,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Avilachnospira,s__,94.14,0.33,2103505
JPB:bin_000641,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__F082,g__Limimorpha,s__Limimorpha sp900769945,99.44,6.18,2636812
JPB:bin_000643,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-533,s__CAG-533 sp900551105,91.48,1.07,1109305
JPB:bin_000644,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-302,s__CAG-302 sp934162325,90.43,0.5,1201315
JPB:bin_000645,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-605,s__CAG-605 sp000433475,91.89,1.4,1576304
JPB:bin_000647,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__SFRY01,s__SFRY01 sp004562065,90.99,0.02,2221021
JPB:bin_000648,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__Eubacterium_F sp003491505,99.92,4.18,2683811
JPB:bin_000651,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus_A,s__Butyricicoccus_A sp022775385,95.8,2.81,2083464
JPB:bin_000652,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Copromonas,s__Copromonas sp900066785,98.28,2.02,3043305
JPB:bin_000653,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Floccifex,s__Floccifex porci,96.42,4.04,1914176
JPB:bin_000654,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-533,s__CAG-533 sp004563275,90.62,0.94,1094601
JPB:bin_000655,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__HGM10818,s__HGM10818 sp905211265,89.85,1.45,1466642
JPB:bin_000657,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia sp016293365,96.5,1.65,2241986
JPB:bin_000658,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__Dorea formicigenerans,83.96,0.01,2365248
JPB:bin_000659,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__UBA1407,f__UBA1407,g__CAAGGB01,s__CAAGGB01 sp945827525,90.17,3,4121297
JPB:bin_000660,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__UBA11524,s__UBA11524 sp000437595,97.32,7.01,3370151
JPB:bin_000661,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-382,g__UBA1206,s__UBA1206 sp000433115,97.89,6.48,2379937
TJ1:bin_000004,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__Ruminococcus_E bovis,99.74,0.01,1961720
TJ1:bin_000005,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp900546925,98.08,1.22,2084976
TJ1:bin_000006,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__,99.45,1.33,2263751
TJ1:bin_000008,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Agathobaculum,s__Agathobaculum butyriciproducens,98.98,1.82,2068011
TJ1:bin_000010,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Wujia,s__,99.85,1.49,2683602
TJ1:bin_000011,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__MGBC100174,s__,90.68,1.16,3218033
TJ1:bin_000017,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-303,s__,99.46,3.99,2326189
TJ1:bin_000023,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides,s__Parabacteroides sp004562445,87.95,1.1,2725447
TJ1:bin_000026,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__JAFUYI01,s__JAFUYI01 sp900542055,98.46,1.99,1378304
TJ1:bin_000028,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyrivibrio_A,s__Butyrivibrio_A sp900771195,96.89,0.26,2365559
TJ1:bin_000030,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_D,s__,99.99,0.07,1468117
TJ1:bin_000031,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp004552965,95.37,0.06,1996355
TJ1:bin_000033,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii,99.33,1.11,1781950
TJ1:bin_000037,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__,s__,98.2,0.57,1747287
TJ1:bin_000038,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__Enteromonas,s__Enteromonas sp004561785,99.59,0.96,1357541
TJ1:bin_000042,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA7050,s__,99.23,1.1,2431311
TJ1:bin_000046,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia sp022777285,93.45,4.9,2578694
TJ1:bin_000047,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__SFJ001,s__SFJ001 sp004555865,86.77,2.14,2126825
TJ1:bin_000049,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__Enteromonas,s__Enteromonas sp900539595,89.47,0.46,1706342
TJ1:bin_000053,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp004554455,93.61,0.47,1825833
TJ1:bin_000057,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus mucosae,99.71,9.46,2298155
TJ1:bin_000062,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp004557825,89.25,0.1,2252762
TJ1:bin_000065,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Duodenibacillus,s__,93.16,3.33,1763644
TJ1:bin_000071,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus sp002299975,94.21,7.93,1888527
TJ1:bin_000072,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__,95.16,1.77,2604560
