genome,domain,phylum,class,order,family,genus,species,completeness,contamination,length
HPB:bin_000877,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthocola_B,s__Onthocola_B sp944363805,91.33,3.34,1578380
HPB:bin_000878,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthocola_B,s__Onthocola_B stercoravium,91.06,1.27,1727100
HPB:bin_000879,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-917,g__Limadaptatus,s__Limadaptatus sp944358385,94.89,0,1739552
HPB:bin_000880,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__Borkfalkia sp944368795,94.9,0.19,2295650
TH1:bin_000006,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Limenecus,s__Limenecus avicola,99.86,0.47,2251633
TH1:bin_000008,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Spyradomonas,s__Spyradomonas excrementavium,99.9,1.44,2095410
TH1:bin_000013,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RGIG7193,s__RGIG7193 sp944381515,98.1,0.97,3411328
TH1:bin_000014,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__Neoanaerotignum_A,s__Neoanaerotignum_A tabaqchaliae,96.64,0.26,2619742
TH1:bin_000026,d__Bacteria,p__Bacillota_A,c__Clostridia,o__RUG12999,f__RUG12999,g__,s__,98.9,2.25,4484690
TH1:bin_000041,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__CAG-274,g__Tyzzerella,s__Tyzzerella sp944383305,93.86,0.18,2564109
TH1:bin_000045,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Merdimonas,s__Merdimonas faecis,98.1,0.38,3051495
TH1:bin_000048,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Fimiplasma,s__Fimiplasma intestinipullorum,98.81,1.11,2967016
TH1:bin_000059,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,s__Anaerobutyricum faecale,99.99,1.59,3832696
TH1:bin_000070,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Pseudobutyricicoccus,s__Pseudobutyricicoccus lothianensis,96.74,0.87,2665241
TH1:bin_000072,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Pumilibacteraceae,g__UMGS1795,s__UMGS1795 sp900553555,98.08,0.01,1614583
TH1:bin_000075,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Falkowella,s__Falkowella caecavicola,99.15,2.61,2740782
TH1:bin_000077,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Bariatricus,s__Bariatricus faecipullorum,95.66,0.86,2738973
TH1:bin_000086,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1212,f__SIG427,g__SIG427,s__,96.94,1.44,2267195
TH1:bin_000090,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia sp904418825,90.7,1.96,2668088
TH1:bin_000112,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Timburyella,s__,93.98,3.5,2019720
TH1:bin_000126,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Pullilachnospira,s__Pullilachnospira stercoravium,98.1,0.87,3246425
TH1:bin_000144,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp905207515,99.25,0.02,1037544
TH1:bin_000150,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Monoglobales,f__Monoglobaceae,g__Roslinia,s__Roslinia sp019419865,77.19,3.61,2612631
TH1:bin_000154,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A faecipullorum,89.94,0.54,3619170
TH1:bin_000161,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Limivivens,s__Limivivens merdigallinarum,94.75,2.1,3938120
TH1:bin_000167,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp930991035,90.25,1.65,1578477
TH1:bin_000184,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Avoscillospira,s__Avoscillospira avicola,85.83,1.69,2645033
TH1:bin_000194,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Heritagella,s__Heritagella intestinalis,90.42,2.54,2084336
TH1:bin_000195,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp944362965,89.5,1.12,1301278
TH1:bin_000198,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_B,s__Enterococcus_B faecium,81.59,1.03,1960400
TH1:bin_000204,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter stercoravium,94.57,2.34,3084811
TH1:bin_000205,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Onthoplasma,s__Onthoplasma faecigallinarum,93.69,5.22,1153977
TH1:bin_000235,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter glycyrrhizinilyticus_A,95.45,4.6,3730014
TH1:bin_000238,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Evtepia,s__Evtepia excrementipullorum,77.57,1.11,1657131
TH1:bin_000267,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter sp019418195,93.02,1.19,2973359
TH1:bin_000297,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium_A,s__Lachnoclostridium_A stercorigallinarum,83.28,4.94,2831533
TH1:bin_000304,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAJFPI01,s__,78.81,23.6,3767596
TH1_00:bin_000016,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__Coproplasma excrementigallinarum,94.57,0.47,1915640
TH1_00:bin_000020,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A intestinavium,99.97,0.98,3428715
TH1_00:bin_000029,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Merdivicinus,s__Merdivicinus intestinigallinarum,96.04,3,2979792
TH1_00:bin_000033,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Gallacutalibacter,s__Gallacutalibacter pullicola,96.5,0.33,3133495
TH1_00:bin_000045,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Copromonas,s__Copromonas faecavium,97.45,0.76,2890829
TH1_00:bin_000075,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Acutalibacter,s__Acutalibacter stercoravium,85.55,0.83,2099512
TH1_00:bin_000089,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter stercorigallinarum,100,1.45,2955474
TH1_04:bin_000032,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger stercorigallinarum,88.76,0.75,2566437
TH1_04:bin_000035,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-631,g__Caccosoma,s__Caccosoma faecigallinarum,96.33,0.16,1534687
TH1_14:bin_000001,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__Butyricicoccus sp900604335,100,0.01,2846394
TH1_14:bin_000011,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Copromonas,s__Copromonas sp900541255,97.03,1.66,3293645
TH1_14:bin_000036,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp930987745,93.09,2.65,1618472
TH1_21:bin_000002,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-448,s__CAG-448 sp944381085,98.19,0.01,2409834
TH1_21:bin_000007,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-382,g__UMGS1052,s__UMGS1052 sp944375955,95.17,0.39,2752825
TH1_21:bin_000011,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__CAG-196,s__CAG-196 sp002102975,99.81,2.4,2303104
TH1_21:bin_000020,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Fimivivens,s__Fimivivens faecavium,99.31,0.52,2037655
TH1_21:bin_000066,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Scatomonas,s__,95.46,1.03,3094928
TH2:bin_000028,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Limousia,s__Limousia pullorum,98.43,0,2471525
TH2:bin_000029,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-314,g__Heteroclostridium,s__Heteroclostridium sp944336125,96.19,0,1220007
TH2:bin_000033,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus taiwanensis,99.97,0.74,1926307
TH2:bin_000039,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__Ornithomonoglobus,s__Ornithomonoglobus merdipullorum,100,0,3500993
TH2:bin_000048,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium_A,s__Lachnoclostridium_A stercoravium,95.37,0.6,3118473
TH2:bin_000086,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter stercoripullorum,95.32,0.95,3597856
TH2:bin_000117,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Sellimonas,s__Sellimonas caecigallum,93.25,0.92,2401454
TH2:bin_000144,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__Borkfalkia excrementavium,76.44,3.36,2198458
TH2:bin_000149,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,s__Anaerobutyricum stercoris,95.66,3.8,4023081
TH2:bin_000162,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia stercorigallinarum,96.84,0.73,3575851
TH2:bin_000184,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella paramesenteroides,88.21,7.97,1871574
TH2:bin_000196,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthousia,s__,88.36,1.02,1058453
TH2:bin_000197,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster sp944382045,76.75,3.64,3070133
TH2:bin_000202,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter excrementipullorum,93.78,4.18,2606905
TH2:bin_000226,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__,80.97,13.51,1319443
TH2_00:bin_000015,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Merdivicinus,s__Merdivicinus excrementipullorum,98.59,1.14,3106124
TH2_00:bin_000027,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__UBA866,s__UBA866 sp904384225,97.42,0.21,2396170
TH2_00:bin_000029,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Fimenecus,s__Fimenecus stercoravium,95.42,0.66,2079739
TH2_00:bin_000135,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthousia,s__,83.75,18.98,1875701
TH2_07:bin_000003,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Sarcina,s__Sarcina perfringens,99.91,0.47,3154518
TH2_14:bin_000005,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__Butyricicoccus pullicaecorum,98.43,0.78,3326847
TH2_14:bin_000035,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecimonas,s__Faecimonas sp944371995,94.33,3.56,1623206
TH2_14:bin_000048,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella thailandensis,90.72,5.38,1779381
TH3:bin_000005,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruthenibacterium,s__Ruthenibacterium merdavium,100,0.1,2444195
TH3:bin_000008,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_E,s__Enterococcus_E cecorum,99.82,0.1,2311043
TH3:bin_000036,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Scatavimonas,s__Scatavimonas merdigallinarum,98.64,0.45,2226815
TH3:bin_000054,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_D,s__Ruminococcus_D sp944388405,96.26,0.3,1993449
TH3:bin_000058,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Pumilibacteraceae,g__UMGS1795,s__UMGS1795 sp900761165,97.44,0,1549969
TH3:bin_000069,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ruminococcus_G,s__Ruminococcus_G avistercoris,97.42,0.15,2488095
TH3:bin_000071,d__Bacteria,p__Bacillota_B,c__Dehalobacteriia,o__UBA4068,f__UBA5755,g__Avidehalobacter,s__Avidehalobacter gallistercoris,96.71,0.61,1515650
TH3:bin_000092,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecisoma,s__Faecisoma sp017887425,94.32,3.64,1287202
TH3:bin_000102,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__UBA5893,s__UBA5893 sp944383375,100,0.63,1059084
TH3:bin_000140,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia pullicola,94.66,1.81,3865093
TH3:bin_000141,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__UBA3818,s__UBA3818 sp904397845,87.16,1.53,1706784
TH3:bin_000197,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Intestinimonas,s__Intestinimonas merdavium,88.1,4.49,2468321
TH3:bin_000228,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__Lawsonibacter sp944383195,76.46,4.08,2258427
TH3:bin_000241,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter intestinigallinarum,93.59,5.68,3084083
TH3:bin_000254,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__Merdisoma merdipullorum,76.79,1.21,2254819
TH3_00:bin_000010,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__RGIG1993,s__RGIG1993 sp944392615,98.2,0.03,2119048
TH3_00:bin_000050,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Scatosoma,s__Scatosoma pullicola,91.29,0.78,2130099
TH3_00:bin_000058,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A avistercoris,98.42,2.35,2639419
TH3_00:bin_000059,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter,s__Fusicatenibacter sp017887445,99.95,2.07,3888170
TH3_00:bin_000066,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__Faecousia faecavium,88.94,1.05,3236351
TH3_00:bin_000079,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__UMGS2069,s__UMGS2069 sp900557695,98.82,0.63,1070818
TH3_00:bin_000097,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp944350015,98.93,0.45,1327834
TH3_00:bin_000115,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp944391015,90.18,3.68,1883995
TH3_00:bin_000145,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__Flemingibacterium,s__Flemingibacterium merdigallinarum,76.23,2.12,3066957
TH3_00:bin_000147,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Alectryocaccomicrobium,s__Alectryocaccomicrobium faecavium,86.34,6.2,3164464
TH3_00:bin_000155,d__Bacteria,p__Bacillota,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus saprophyticus,88.89,0.51,2404746
TH3_04:bin_000028,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-314,g__Fimimonas,s__Fimimonas merdipullorum,96.42,0.05,1404263
TH3_21:bin_000007,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Avoscillospira_A,s__Avoscillospira_A avistercoris,97.31,3.9,3236388
TH3_21:bin_000010,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium sp002160895,91.16,1.32,3017701
TH3_21:bin_000018,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor merdavium,89.04,7.48,3811592
TH4:bin_000003,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__CALWZA01,s__CALWZA01 sp944385905,98.1,0.01,1960355
TH4:bin_000006,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__SIG32,s__,99.56,0.15,1800015
TH4:bin_000016,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__Coprocola,s__Coprocola sp017888185,98.62,0.25,3644105
TH4:bin_000019,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__QAMM01,s__QAMM01 sp900552945,100,1.04,2166939
TH4:bin_000021,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1212,f__UBA1255,g__Egerieisoma,s__Egerieisoma sp900543695,97.89,0.03,2420818
TH4:bin_000026,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Caccomorpha,s__Caccomorpha excrementavium,96.47,0.14,3982253
TH4:bin_000047,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,s__Holdemania sp904395815,98.25,0.23,2128070
TH4:bin_000049,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes excrementavium,99.86,3.19,2751089
TH4:bin_000053,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__Borkfalkia sp904374385,95.08,0.68,2107507
TH4:bin_000055,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Avimonas,s__,97.32,1.07,3108823
TH4:bin_000066,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-314,g__Limihabitans,s__Limihabitans sp900554285,92.4,0.56,1694395
TH4:bin_000069,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii,93.84,0.77,1606201
TH4:bin_000071,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecivivens,s__Faecivivens sp944387515,87.57,2.29,2752874
TH4:bin_000076,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Merdivicinus,s__Merdivicinus faecavium,93.34,2.57,2794923
TH4:bin_000078,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1212,f__,g__,s__,93.84,2.96,2828571
TH4:bin_000088,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Fimisoma,s__Fimisoma sp900540145,97.38,2.18,2084720
TH4:bin_000097,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_I,s__Eubacterium_I sp944380065,92.07,3.15,3516293
TH4:bin_000098,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Paralachnospira_A,s__Paralachnospira_A sangeri,97.15,3.18,3354174
TH4:bin_000108,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_Q,s__Clostridium_Q sp944381615,92.13,1.87,2316410
TH4:bin_000117,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__UMGS1865,s__UMGS1865 sp944391805,91.8,0.33,3238513
TH4:bin_000133,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyrivibrio_A,s__Butyrivibrio_A sp944382105,92.05,4.07,2689465
TH4:bin_000134,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecenecus,s__Faecenecus gallistercoris,95.29,1.95,1410051
TH4:bin_000137,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__Merdicola,s__Merdicola sp001915925,93.78,5.95,1721626
TH4:bin_000141,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Dwaynesavagella,s__Dwaynesavagella gallinarum,95.78,0.24,1617121
TH4:bin_000143,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A faecavium,98.04,7.85,4802024
TH4:bin_000149,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp944383685,99.13,1.26,1157751
TH4:bin_000154,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter sp944387035,95.74,1.27,2204474
TH4:bin_000155,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecisoma,s__Faecisoma sp900753645,94.69,2.06,1169271
TH4:bin_000166,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp944390395,95.5,1.93,1325160
TH4:bin_000168,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-245,s__CAG-245 sp944388645,96.74,4.17,1507376
TH4:bin_000177,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Bianqueaceae,g__CALWPV01,s__CALWPV01 sp944383515,91.11,1.32,2513012
TH4:bin_000189,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Onthoplasma,s__Onthoplasma sp944383245,96.89,0.7,1190843
TH4:bin_000194,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__Scatovivens,s__Scatovivens sp928721915,93.78,4.87,1496497
TH4:bin_000199,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus pullistercoris,93.25,2.22,1664203
TH4:bin_000203,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,88.55,0.69,1926226
TH4:bin_000215,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,s__Anaerobutyricum avicola,93.2,1.1,3116215
TH4:bin_000216,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,81.66,0.35,1570359
TH4:bin_000226,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter intestinipullorum,94.46,2.11,3105218
TH4:bin_000227,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia sp944380235,97.02,2.37,3140359
TH4:bin_000239,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster sp944383785,84.02,4.31,3363862
TH4:bin_000274,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter,s__Fusicatenibacter sp900543115,92.47,3.89,3917750
TH4:bin_000287,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter caccavium,99.69,3.06,3182889
TH4:bin_000288,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Pararuminococcus,s__Pararuminococcus gallinarum,81,9.55,3205336
